ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4672107,Source1,2,2022-07-23 11:23:29,2022-07-23 12:53:55,28.034552,-82.127092,28.036462,-82.04530799999998,4.989,Slow traffic on I-4 E from Alexander St/Exit 13 (I-4) to FL-570/Polk Pkwy/Exit 27 (I-4) due to accident.,I-4 E,Plant City,Hillsborough,FL,33563,US,US/Eastern,KPCM,2022-07-23 11:50:00,88.0,88.0,70.0,29.89,10.0,SE,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1135913,Source2,2,2021-03-01 13:15:50,2021-03-01 14:49:47,37.349674,-122.059891,,,0.0,Right hand shoulder blocked due to accident on CA-85 Northbound before Exit 20 Fremont Ave.,CA-85 N,Sunnyvale,Santa Clara,CA,94087,US,US/Pacific,KNUQ,2021-03-01 13:10:00,70.0,70.0,15.0,30.05,10.0,SSE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2033912,Source2,3,2019-06-04 16:47:56,2019-06-04 17:48:35,32.760178,-117.197311,,,0.0,Right hand shoulder blocked due to accident on I-8 Eastbound at Morena Blvd.,I-8 E,San Diego,San Diego,CA,92110,US,US/Pacific,KSAN,2019-06-04 16:51:00,65.0,65.0,75.0,29.9,10.0,W,8.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1576118,Source2,4,2020-01-06 16:44:58,2020-01-06 18:00:02,42.971252,-85.678169,,,1.0700000524520874,Main roadway closed due to accident on I-196 Eastbound from Exit 76 1st St to Exits 77A 77B US-131 Exits 85B 86A 86B. Traffic getting by on the median.,US-131 N,Grand Rapids,Kent,MI,49504,US,US/Eastern,KGRR,2020-01-06 16:53:00,37.0,27.0,65.0,29.07,10.0,WSW,17.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3039268,Source2,3,2018-01-01 03:10:15,2018-01-01 03:54:51,40.84454,-73.90265699999998,,,0.0,Right lane blocked due to accident on I-95 Cross Bronx Expy Northbound at Exit 2B US-1.,Webster Ave,Bronx,Bronx,NY,10457,US,US/Eastern,KLGA,2018-01-01 02:51:00,9.0,-5.9,64.0,30.35,10.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6674674,Source1,2,2020-11-12 17:50:00,2020-11-12 19:31:59,40.021122,-75.624142,40.022142,-75.624702,0.076,Crash on PA 100 northbound at Exit: US 30 WEST - DOWINGTOWN/LANCASTER. There is a traffic disruption.,Pottstown Pike,Exton,Chester,PA,19341,US,US/Eastern,KOQN,2020-11-12 17:55:00,46.0,44.0,87.0,29.34,10.0,N,5.0,0.01,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1186284,Source2,2,2021-01-21 17:00:09,2021-01-21 18:14:56,34.180271000000005,-86.830162,,,0.0,Lane blocked due to accident on US-278 3rd St Westbound at Convent Rd.,3rd St SE,Cullman,Cullman,AL,35055-3003,US,US/Central,K3A1,2021-01-21 16:53:00,47.0,47.0,100.0,29.28,10.0,N,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-303100,Source2,2,2016-07-07 13:28:47,2016-07-07 13:58:47,30.315893,-97.662956,,,0.0,Slow traffic due to accident on Ed Bluestein Blvd Service Rd Northbound at Manor Rd.,Ed Bluestein Blvd,Austin,Travis,TX,78723,US,US/Central,KATT,2016-07-07 13:51:00,97.0,,47.0,29.92,10.0,SSE,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5135162,Source1,2,2023-01-26 05:35:30,2023-01-26 08:59:00,34.027905,-117.71881299999998,34.021186,-117.814236,5.484,Slow traffic on Pomona Fwy W - CA-60 W from Ramona Ave (CA-60) to CA-57 (CA-60) due to accident.,CA-60 W,Chino,San Bernardino,CA,91710,US,US/Pacific,KCNO,2023-01-26 05:53:00,58.0,58.0,25.0,29.57,9.0,ENE,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-6104344,Source1,2,2021-10-13 19:12:56,2021-10-13 20:27:57,38.61628890019123,-90.23671030955202,38.61387890019122,-90.224560309552,0.677,Incident on I-44 near COMPTON AVE Expect delays.,I-44,St Louis,St Louis (City),MO,63104,US,US/Central,KCPS,2021-10-13 18:53:00,77.0,77.0,71.0,29.37,10.0,S,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A-6003981,Source1,2,2021-12-21 17:22:10,2021-12-21 18:37:11,29.819232,-95.481329,29.820994,-95.481397,0.122,Incident on BOLIN RD near TULSA RD Drive with caution., W 34th St,Houston,Harris,TX,77092-6410,US,US/Central,KMCJ,2021-12-21 16:53:00,61.0,61.0,38.0,29.99,10.0,W,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-5218241,Source1,2,2022-01-28 16:12:30.000000000,2022-01-28 17:06:30.000000000,33.989151,-118.2866,33.989154,-118.281685,0.282,Slow traffic from S Vermont Ave (Slauson Ave) to I-110/Harbor Fwy (Slauson Ave) due to accident., W Slauson Ave,Los Angeles,Los Angeles,CA,90044-6327,US,US/Pacific,KHHR,2022-01-28 15:53:00,74.0,74.0,6.0,30.09,10.0,ESE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6522533,Source1,2,2021-02-05 16:26:07.000000000,2021-02-05 18:27:11.000000000,40.830806,-73.852082,40.832866,-73.858982,0.388,Crash on I-95 southbound Exit 5B - Castle Hill Avenue (New York) 1 Left lane of 3 lanes closed,Cross Bronx Expy,Bronx,Bronx,NY,10472,US,US/Eastern,KLGA,2021-02-05 16:51:00,47.0,47.0,59.0,29.59,10.0,W,3.0,0.0,Fair,False,False,True,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-3428969,Source1,2,2017-01-11 10:55:52,2017-01-11 16:55:52,44.90011,-93.34999,44.89662,-93.35008,0.241,At Benton Ave - Accident.,Beltline Hwy S,Minneapolis,Hennepin,MN,55424,US,US/Central,KMSP,2017-01-11 10:53:00,7.0,-4.5,73.0,29.98,5.0,North,6.9,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3319103,Source3,2,2017-09-19 07:51:13,2017-09-19 08:35:41,37.470524,-122.15786,,,0.0,#2 lane blocked due to accident on US-101 Northbound at Exits 404A 404B CA-114 Willow Rd.,US-101 N,Menlo Park,San Mateo,CA,94025,US,US/Pacific,KPAO,2017-09-19 07:47:00,60.8,,72.0,30.03,10.0,WNW,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1832716,Source2,2,2019-11-20 07:27:51,2019-11-20 08:27:26,34.8601,-82.021828,,,0.0,Accident on SC-290 Moore Duncan Hwy at Bethany Church Rd.,Dice Miller Rd,Moore,Spartanburg,SC,29369-9601,US,US/Eastern,KSPA,2019-11-20 07:35:00,46.0,43.0,57.0,29.22,10.0,NNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4778013,Source1,2,2022-02-11 17:40:00,2022-02-11 19:00:29,33.883724,-117.582243,33.88356,-117.5809,0.078,Incident on POMONA RD near N LINCOLN AVE Drive with caution., Pomona Rd,Corona,Riverside,CA,92882,US,US/Pacific,KAJO,2022-02-11 17:56:00,77.0,77.0,23.0,29.4,10.0,W,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-360610,Source2,2,2017-04-02 13:36:33,2017-04-02 14:21:08,25.898684,-80.32437900000002,,,0.01,Two lane blocked due to accident on FL-826 Palmetto Expy Northbound at I-75.,Palmetto Expy S,Hialeah,Miami-Dade,FL,33016,US,US/Eastern,KOPF,2017-04-02 13:53:00,86.0,,59.0,30.05,10.0,ESE,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2499595,Source2,3,2018-10-04 06:25:01,2018-10-04 06:54:37,34.13763400000001,-118.362938,,,0.0,#1 lane blocked due to accident on US-101 Southbound before Lankershim Blvd.,Lankershim Blvd,Studio City,Los Angeles,CA,91604,US,US/Pacific,KBUR,2018-10-04 06:53:00,61.0,,97.0,29.94,10.0,Calm,,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2458337,Source2,3,2018-11-15 10:18:28,2018-11-15 10:48:14,38.579117,-77.324051,,,0.0,Right hand shoulder blocked due to accident on I-95 Southbound after Exits 152A 152B VA-234 Dumfries Rd.,I-95 N,Dumfries,Prince William,VA,22026,US,US/Eastern,KNYG,2018-11-15 10:03:00,35.1,25.9,96.0,30.37,7.0,NE,13.8,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-646591,Source2,3,2022-04-18 15:05:12,2022-04-18 15:34:43,39.963863,-75.184265,,,0.0,Lane blocked due to crash on I-76 Westbound at I-676 Vine St Expy.,I-76,Philadelphia,Philadelphia,PA,19104,US,US/Eastern,KPHL,2022-04-18 14:54:00,48.0,43.0,56.0,30.22,10.0,E,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5939206,Source1,2,2021-12-18 20:31:31,2021-12-18 22:46:19,43.49396109560253,-73.75028729403614,43.54765109560253,-73.73418729403616,3.796,NYSDOT TMC - Albany: Crash on I-87 Northway northbound after Exit 23; NY 28 (Lake George) right shoulder closed,Adirondack Northway N,Warrensburg,Warren,NY,12885,US,US/Eastern,KGFL,2021-12-18 20:53:00,30.0,25.0,92.0,29.52,2.0,N,5.0,0.03,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1061356,Source2,2,2021-05-03 20:00:25,2021-05-03 20:44:41,33.376743,-82.072075,,,0.0,Accident on Windsor Spring Rd both ways around Tobacco Rd.,Windsor Spring Rd,Hephzibah,Richmond,GA,30815,US,US/Eastern,KAGS,2021-05-03 19:53:00,69.0,69.0,90.0,29.76,10.0,N,9.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2144110,Source2,3,2019-04-02 15:17:00,2019-04-02 15:46:33,33.489182,-112.186432,,,0.0,Accident on 59th Ave at Whitton Ave.,N 59th Ave,Phoenix,Maricopa,AZ,85033,US,US/Mountain,KGEU,2019-04-02 14:58:00,83.0,83.0,12.0,28.64,10.0,SW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1507258,Source2,3,2020-06-16 16:51:49,2020-06-16 17:36:16,35.87355,-78.83040600000002,,,0.0,Left lane blocked due to accident on I-40 Eastbound at Exits 283 283A 283B I-540 Exit 1B-A.,NC-540 W,Morrisville,Durham,NC,27560,US,US/Eastern,KRDU,2020-06-16 16:51:00,60.0,60.0,96.0,29.71,2.0,NNE,10.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44714,Source2,3,2016-06-27 17:23:53,2016-06-27 18:23:53,33.725821999999994,-117.803909,,,0.0,Right hand shoulder blocked due to accident on I-5 Northbound near Exit 101A Tustin Ranch Rd.,I-5 N,Tustin,Orange,CA,92780,US,US/Pacific,KSNA,2016-06-27 16:53:00,75.0,,69.0,29.89,10.0,SSW,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4545893,Source1,2,2022-10-05 09:01:13,2022-10-05 11:11:22,42.997122,-85.675984,42.996752,-85.676051,0.026,SB US-131 after Ann St,US-131 S,Grand Rapids,Kent,MI,49504,US,US/Eastern,KGRR,2022-10-05 08:53:00,46.0,46.0,93.0,29.16,9.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3680094,Source1,2,2023-03-20 15:33:00,2023-03-20 17:49:22,35.425403,-119.064191,35.413913,-119.056941,0.893,Accident on CA-99 S from CA-65 (CA-99) to Olive Dr (CA-99).,CA-99 S,Bakersfield,Kern,CA,93308,US,US/Pacific,KBFL,2023-03-20 15:54:00,64.0,64.0,58.0,29.32,10.0,N,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3894953,Source1,2,2022-11-19 10:57:16,2022-11-19 12:20:46,45.496648,-123.599879,45.500974,-123.606254,0.43,Incident on OR-6 EB near MM 14 Expect delays., Wilson River Hwy,Tillamook,Tillamook,OR,97141,US,US/Pacific,KS47,2022-11-19 10:55:00,46.0,44.0,43.0,30.21,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6642808,Source1,2,2020-12-09 21:52:22,2020-12-09 23:52:27,25.808078,-80.277578,25.808058,-80.278132,0.034,Incident on NW 36TH ST WB near DE SOTO DR Drive with caution., NW 36th St,Miami Springs,Miami-Dade,FL,33166-6002,US,US/Eastern,KMIA,2020-12-09 21:53:00,51.0,51.0,66.0,30.17,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6416006,Source1,2,2021-01-25 22:37:40,2021-01-26 00:18:02,41.03808,-111.93866,41.038082,-111.938486,0.009,Incident on 101 MAIN ST NB near 101 MAIN ST Left lane blocked.,N Main St,Kaysville,Davis,UT,84037,US,US/Mountain,KHIF,2021-01-25 22:58:00,28.0,15.0,57.0,24.77,10.0,E,21.0,0.0,Fair / Windy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-5773645,Source1,2,2021-07-23 09:16:00.000000000,2021-07-23 09:30:30.000000000,35.106695,-106.654711,35.105771000000004,-106.646101,0.491,Slow traffic on Coronado Fwy E - I-40 E from 12th St/Exit 157 (I-40) to 6th St/Exit 158 (I-40) due to accident.,Coronado Fwy E,Albuquerque,Bernalillo,NM,87102,US,US/Mountain,KABQ,2021-07-23 08:52:00,73.0,73.0,59.0,24.85,10.0,WSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3359568,Source2,3,2017-08-06 15:50:49,2017-08-06 16:20:02,38.251953,-85.74791,,,0.0,Right hand shoulder blocked due to accident on I-65 at Exit 136C I-71.,I-65 S,Louisville,Jefferson,KY,40202,US,US/Eastern,KLOU,2017-08-06 15:53:00,69.1,,93.0,30.06,10.0,SSW,6.9,0.18,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3262591,Source2,3,2017-10-23 08:54:57,2017-10-23 09:39:20,30.341221,-97.698906,,,0.0,Accident on I-35 Southbound before Exits 240B 241 US-183.,I-35 S,Austin,Travis,TX,78753,US,US/Central,KATT,2017-10-23 08:51:00,59.0,,78.0,30.17,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2067455,Source2,3,2019-06-23 11:46:20,2019-06-23 13:02:49,30.321289,-81.68351700000002,,,0.9700000286102296,Accident on entry ramp to I-10 Westbound at Exits 351A 351B 352A 352D from I-95 Southbound.,FL-228 E,Jacksonville,Duval,FL,32204,US,US/Eastern,KNIP,2019-06-23 11:53:00,89.0,89.0,46.0,30.08,10.0,N,7.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1854274,Source2,2,2019-09-30 18:32:06,2019-09-30 19:59:14,33.019009000000004,-80.218941,,,0.0,Accident on Central Ave at Butternut Rd.,Central Ave,Summerville,Dorchester,SC,29483-3117,US,US/Eastern,KDYB,2019-09-30 18:35:00,79.0,79.0,89.0,30.02,9.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4509650,Source1,2,2022-04-15 18:40:00,2022-04-15 19:56:00,28.131539,-80.699198,28.132193,-80.699053,0.046,Incident on N JOHN RODES BLVD near AURORA RD Expect delays., N John Rodes Blvd,Melbourne,Brevard,FL,32934-7268,US,US/Eastern,KMLB,2022-04-15 18:53:00,75.0,75.0,79.0,29.99,10.0,ESE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6300047,Source1,2,2021-10-13 08:53:30.000000000,2021-10-13 09:58:30.000000000,26.164717,-80.214174,26.165653,-80.20303,0.6940000000000001,Stationary traffic on FL-7 - FL-816 - US-441 N from Florida's Turnpike N to NW 34th St due to accident., W Oakland Park Blvd,Lauderdale Lakes,Broward,FL,33313-7258,US,US/Eastern,KFXE,2021-10-13 08:53:00,83.0,83.0,69.0,29.95,10.0,NNE,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2219360,Source2,2,2019-03-14 13:14:48,2019-03-14 14:21:00,35.580212,-97.567192,,,0.0,Accident on Hefner Rd at May Ave.,W Hefner Rd,Oklahoma City,Oklahoma,OK,73120-6328,US,US/Central,KPWA,2019-03-14 12:53:00,53.1,,40.0,29.97,10.0,NW,24.2,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6107158,Source1,2,2021-11-10 05:59:00,2021-11-10 10:24:31,40.72918,-73.90977600000002,40.734432,-73.92156700000002,0.716,Stationary traffic on I-495 W from Bklyn-Qns Expwy exit [17W] to Brooklyn Queens Expy due to accident.,Long Island Expy W,Maspeth,Queens,NY,11378,US,US/Eastern,KLGA,2021-11-10 05:51:00,59.0,59.0,60.0,29.95,10.0,SW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-5442271,Source1,2,2022-12-25 01:25:53,2022-12-25 02:40:53,29.687333,-95.279026,29.687582,-95.278982,0.017,Incident on ERIE ST near GULF FWY Drive with caution., Erie St,Houston,Harris,TX,77017-3024,US,US/Central,KHOU,2022-12-25 01:53:00,31.0,31.0,52.0,30.43,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1417359,Source2,2,2020-08-10 07:03:05,2020-08-10 08:04:42,41.415131,-71.907639,,,0.0,Accident on Wheeler Rd Northbound between Sommers Ln and CT-184 New London Tpke.,New London Tpke,Stonington,New London,CT,06378-1616,US,US/Eastern,KWST,2020-08-10 06:53:00,70.0,70.0,90.0,29.96,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6455229,Source1,2,2021-01-26 17:30:00,2021-01-26 19:14:50,36.805433,-119.736095,36.809593,-119.732315,0.355,Incident on CA-168 EB near SHAW AVE Drive with caution.,CA-168 E,Fresno,Fresno,CA,93726,US,US/Pacific,KFAT,2021-01-26 17:53:00,48.0,44.0,58.0,29.65,10.0,ESE,8.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5115549,Source1,4,2022-07-15 08:33:20,2022-07-15 09:51:22,38.474769,-78.92788,38.4781,-78.917369,0.613,On Rt. 765 in the County of Rockingham in the vicinity of Cooks Creek Rd; Mt Clinton Pike; Rt. 701N/S (Rockingham County) motorists can expect delays due to a vehicle crash. All east lanes are closed., Mt Clinton Pike,Harrisonburg,Rockingham,VA,22802-0132,US,US/Eastern,KSHD,2022-07-15 08:35:00,69.0,69.0,83.0,28.91,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-898222,Source2,3,2021-09-16 05:59:48,2021-09-16 06:58:58,29.809191,-95.336258,,,0.209999993443489,Accident on entry ramp to I-610 anticlockwise at Exits 134 134A 134B from I-69 Southbound.,I-69 S,Houston,Harris,TX,77026,US,US/Central,KMCJ,2021-09-16 05:53:00,75.0,75.0,82.0,29.76,10.0,N,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-523126,Source2,3,2022-08-29 20:13:26,2022-08-29 21:23:17,39.100971,-84.52325400000002,,,0.0,Two lanes blocked due to crash on I-75 Northbound at Exit 1C US-50 6th St Expy.,I-75,Cincinnati,Hamilton,OH,45203,US,US/Eastern,KLUK,2022-08-29 19:53:00,72.0,72.0,97.0,29.44,10.0,NNW,7.0,0.06,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2694024,Source2,2,2018-07-09 15:58:57,2018-07-09 16:28:46,41.995743,-88.33824200000002,,,0.0,Accident on Randall Rd at Hopps Rd.,37W6 Hopps Rd,Elgin,Kane,IL,60124,US,US/Central,KDPA,2018-07-09 15:52:00,89.1,,48.0,30.12,10.0,SW,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3685766,Source1,2,2023-03-24 13:33:00,2023-03-24 17:00:00,33.752687,-84.231964,33.741409999999995,-84.230541,0.7829999999999999,Crash on I-285 Southbound at US 78/Stone Mountain Fwy. 1 lane(s) (of 4) blocked.,Covington Hwy,Decatur,DeKalb,GA,30032,US,US/Eastern,KPDK,2023-03-24 13:53:00,78.0,78.0,43.0,28.93,10.0,SW,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2329005,Source2,2,2019-01-10 10:41:11,2019-01-10 11:40:56,34.007961,-81.143272,,,0.0,Accident on US-378 Sunset Blvd at White Oak Ln.,White Oak Ln,Lexington,Lexington,SC,29073,US,US/Eastern,KCAE,2019-01-10 10:56:00,43.0,40.3,43.0,30.19,10.0,North,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1625710,Source2,2,2020-02-03 08:07:41,2020-02-03 08:37:27,38.060295,-84.50104499999998,,,0.0,Accident on 4th St at KY-922 Newtown Pike.,Newtown Pike,Lexington,Fayette,KY,40508,US,US/Eastern,KLEX,2020-02-03 07:54:00,46.0,41.0,63.0,28.86,10.0,S,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4617373,Source1,2,2022-01-01 11:53:30,2022-01-01 12:29:00,39.821231,-75.44688599999998,39.81580200000001,-75.45421999999998,0.541,Accident on Chichester Avenue exit [1] from exit [6] to Vietnam Veterans Memorial Hwy - I-95 S - I-495 S.,I-95 S,Marcus Hook,Delaware,PA,19061,US,US/Eastern,KPHL,2022-01-01 11:54:00,55.0,55.0,96.0,29.78,0.75,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-525459,Source2,3,2022-08-26 18:51:02,2022-08-26 19:36:17,38.021973,-78.540413,,,0.0,Left lane closed due to crash on I-64 Westbound at US-29 Monacan Trail Rd.,I-64 W,Charlottesville,Albemarle,VA,22903,US,US/Eastern,KCHO,2022-08-26 18:53:00,79.0,79.0,74.0,29.27,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3223511,Source2,3,2017-10-04 08:05:11,2017-10-04 08:34:42,44.970352,-93.351013,,,0.0,Accident on I-394 Westbound at Exits 5A 5B Park Place Blvd.,I-394 E,Minneapolis,Hennepin,MN,55416,US,US/Central,KMSP,2017-10-04 07:53:00,46.9,,80.0,30.39,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-92304,Source2,2,2016-08-24 21:56:15,2016-08-24 22:26:15,34.499817,-117.249153,,,0.0,Accident on Ivanpah Rd in Victorville.,Ivanpah Rd,Apple Valley,San Bernardino,CA,92308-6068,US,US/Pacific,KVCV,2016-08-24 21:55:00,78.8,,26.0,30.03,10.0,South,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2852778,Source2,2,2018-05-29 14:02:54,2018-05-29 14:32:43,35.785004,-78.703423,,,0.0,Accident on Blue Ridge Rd at Western Blvd.,Blue Ridge Rd,Raleigh,Wake,NC,27606,US,US/Eastern,KRDU,2018-05-29 13:51:00,80.1,,79.0,29.99,10.0,East,5.8,0.0,Overcast,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-269880,Source2,2,2017-01-12 07:31:12,2017-01-12 07:59:48,29.675474,-95.381584,,,0.04,Two lanes blocked and left hand shoulder blocked due to accident on TX-288 Freeway Northbound between South Fwy and I-610.,S Freeway N,Houston,Harris,TX,77021,US,US/Central,KMCJ,2017-01-12 07:35:00,66.2,,100.0,30.05,2.5,SSE,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-970427,Source2,2,2021-07-12 16:35:42,2021-07-12 18:07:43,40.770947,-73.279831,,,0.0,Left lane blocked due to accident on Sagtikos Pkwy Southbound at Exit S3 Pine Aire Dr.,Sagtikos Pkwy N,Bay Shore,Suffolk,NY,11706,US,US/Eastern,KISP,2021-07-12 16:56:00,78.0,78.0,81.0,30.02,10.0,NE,10.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3309407,Source3,3,2017-09-14 11:51:27,2017-09-14 12:36:06,33.987499,-118.13755,,,0.0,#2 lane blocked due to accident on I-5 Southbound before Exit 128A Garfield Ave.,Garfield Ave,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2017-09-14 11:47:00,75.0,,53.0,29.91,10.0,Variable,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4624171,Source1,2,2022-05-19 14:49:45.000000000,2022-05-19 17:23:57.000000000,25.956173,-80.205572,25.957082,-80.206414,0.0819999999999999,Slow traffic on FL-7 - FL-854 - US-441 N from NW 197th St to NW 3rd Ave due to accident., NW 2nd Ave,Miami,Miami-Dade,FL,33169-3339,US,US/Eastern,KHWO,2022-05-19 14:53:00,90.0,90.0,50.0,29.97,10.0,SE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532550,Source2,3,2022-08-19 08:58:07,2022-08-19 09:27:32,37.813675,-122.361519,,,0.0,#2 lane blocked due to crash on I-80 Bay Brg Westbound near Exit 4 Macalla Rd.,I-80 W,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2022-08-19 08:53:00,60.0,60.0,86.0,29.91,9.0,WSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
